0.0000,   0.00397603
 0.0750,   0.00420402
 0.1500,   0.00445254
 0.2250,   0.00472418
 0.3000,   0.00502193
 0.3750,   0.00534929
 0.4500,   0.00571036
 0.5250,   0.00611003
 0.6000,   0.00655406
 0.6750,   0.00704936
 0.7500,   0.00760426
 0.8250,   0.00822887
 0.9000,   0.00893555
 0.9750,   0.00973954
 1.0500,   0.01065985
 1.1250,   0.01172039
 1.2000,   0.01295161
 1.2750,   0.01439277
 1.3500,   0.01609519
 1.4250,   0.01812699
 1.5000,   0.02058022
 1.5750,   0.02358168
 1.6500,   0.02730992
 1.7250,   0.03202292
 1.8000,   0.03810440
 1.8750,   0.04614497
 1.9500,   0.05709110
 2.0250,   0.07253436
 2.1000,   0.09531199
 2.1750,   0.13085807
 2.2500,   0.19054891
 2.3250,   0.30094752
 2.4000,   0.53196418
 2.4750,   1.07251789
 2.5500,   2.03185808
 2.6250,   1.76813720
 2.7000,   0.87148333
 2.7750,   0.45246327
 2.8500,   0.27136412
 2.9250,   0.18393966
 3.0000,   0.13831478
 3.0750,   0.11477022
 3.1500,   0.10577259
 3.2250,   0.11003075
 3.3000,   0.13229223
 3.3750,   0.18924690
 3.4500,   0.32989841
 3.5250,   0.64295928
 3.6000,   0.76499386
 3.6750,   0.41839725
 3.7500,   0.21403699
 3.8250,   0.12649243
 3.9000,   0.08484224
 3.9750,   0.06268082
 4.0500,   0.05013531
 4.1250,   0.04322016
 4.2000,   0.04048554
 4.2750,   0.04215737
 4.3500,   0.05078753
 4.4250,   0.07459232
 4.5000,   0.13424033
 4.5750,   0.20258004
 4.6500,   0.13524079
 4.7250,   0.07021100
 4.8000,   0.04177826
 4.8750,   0.02856293
 4.9500,   0.02155707
 5.0250,   0.01746803
 5.1000,   0.01497813
 5.1750,   0.01354609
 5.2500,   0.01303879
 5.3250,   0.01372124
 5.4000,   0.01665682
 5.4750,   0.02494006
 5.5500,   0.04035514
 5.6250,   0.03539760
 5.7000,   0.01992082
 5.7750,   0.01249242
 5.8500,   0.00908815
 5.9250,   0.00728294
 6.0000,   0.00619765
