 0.0000,   0.00118617
 0.2000,   0.00128956
 0.4000,   0.00140765
 0.6000,   0.00154347
 0.8000,   0.00170092
 1.0000,   0.00188504
 1.2000,   0.00210253
 1.4000,   0.00236238
 1.6000,   0.00267699
 1.8000,   0.00306388
 2.0000,   0.00354855
 2.2000,   0.00416944
 2.4000,   0.00498709
 2.6000,   0.00610197
 2.8000,   0.00769236
 3.0000,   0.01010307
 3.2000,   0.01408262
 3.4000,   0.02154316
 3.6000,   0.03873043
 3.8000,   0.09648537
 4.0000,   0.48874561
 4.2000,   0.33088925
 4.4000,   0.09347970
 4.6000,   0.07376958
 4.8000,   0.13397659
 5.0000,   0.62998215
 5.2000,   0.42234035
 5.4000,   0.11188492
 5.6000,   0.07560094
 5.8000,   0.11875563
 6.0000,   0.52816391
 6.2000,   0.35235578
 6.4000,   0.09048714
 6.6000,   0.05434057
 6.8000,   0.07202792
 7.0000,   0.29124298
 7.2000,   0.19383940
 7.4000,   0.04977213
 7.6000,   0.02702161
 7.8000,   0.02752274
 8.0000,   0.08653670
 8.2000,   0.05796066
 8.4000,   0.01666247
 8.6000,   0.00913424
 8.8000,   0.00674255
 9.0000,   0.00823668
 9.2000,   0.00611316
 9.4000,   0.00363930
 9.6000,   0.00288946
 9.8000,   0.00248607
 10.0000,   0.00244820
