-5.0000,   0.00127881
-4.9213,   0.00131747
-4.8425,   0.00135787
-4.7638,   0.00140013
-4.6850,   0.00144437
-4.6063,   0.00149072
-4.5276,   0.00153927
-4.4488,   0.00159014
-4.3701,   0.00164343
-4.2913,   0.00169918
-4.2126,   0.00175724
-4.1339,   0.00181650
-4.0551,   0.00186716
-3.9764,   0.00192160
-3.8976,   0.00201742
-3.8189,   0.00209412
-3.7402,   0.00217017
-3.6614,   0.00224644
-3.5827,   0.00232099
-3.5039,   0.00238922
-3.4252,   0.00244113
-3.3465,   0.00245325
-3.2677,   0.00236206
-3.1890,   0.00195023
-3.1102,   0.00009567
-3.0315,  -0.01385186
-2.9528,  -0.00570913
-2.8740,   0.00169954
-2.7953,   0.00322483
-2.7165,   0.00394235
-2.6378,   0.00450324
-2.5591,   0.00509677
-2.4803,   0.00586473
-2.4016,   0.00705174
-2.3228,   0.00929587
-2.2441,   0.01480499
-2.1654,   0.03456763
-2.0866,   0.16810540
-2.0079,   0.04176273
-1.9291,  -0.16008455
-1.8504,  -0.02064959
-1.7717,  -0.00000885
-1.6929,   0.00607826
-1.6142,   0.00899035
-1.5354,   0.01101840
-1.4567,   0.01285438
-1.3780,   0.01481323
-1.2992,   0.01716124
-1.2205,   0.02038247
-1.1417,   0.02623570
-1.0630,   0.04846562
-0.9843,   0.06723158
-0.9055,   0.04010999
-0.8268,   0.04186539
-0.7480,   0.04907525
-0.6693,   0.06023774
-0.5906,   0.07665986
-0.5118,   0.10151255
-0.4331,   0.14136019
-0.3543,   0.21095456
-0.2756,   0.34895020
-0.1969,   0.68405270
-0.1181,   1.85930800
-0.0394,   9.88292681
 0.0394,   6.55212763
 0.1181,   1.44327216
 0.1969,   0.58295078
 0.2756,   0.31217787
 0.3543,   0.19506152
 0.4331,   0.13447990
 0.5118,   0.09946155
 0.5906,   0.07776671
 0.6693,   0.06390005
 0.7480,   0.05542001
 0.8268,   0.05236206
 0.9055,   0.06363926
 0.9843,   0.15584048
 1.0630,   0.06426000
 1.1417,   0.04414611
 1.2205,   0.04111781
 1.2992,   0.04256498
 1.3780,   0.04715116
 1.4567,   0.05553922
 1.5354,   0.06984999
 1.6142,   0.09490461
 1.6929,   0.14251236
 1.7717,   0.24735260
 1.8504,   0.54805444
 1.9291,   2.00753973
 2.0079,   7.40483066
 2.0866,   1.35737694
 2.1654,   0.43460211
 2.2441,   0.20911307
 2.3228,   0.12308315
 2.4016,   0.08152651
 2.4803,   0.05834254
 2.5591,   0.04410721
 2.6378,   0.03476754
 2.7165,   0.02838546
 2.7953,   0.02405597
 2.8740,   0.02189586
 2.9528,   0.02775886
 3.0315,   0.02944576
 3.1102,   0.01568447
 3.1890,   0.01247019
 3.2677,   0.01076710
 3.3465,   0.00955420
 3.4252,   0.00859745
 3.5039,   0.00780725
 3.5827,   0.00713825
 3.6614,   0.00656289
 3.7402,   0.00606256
 3.8189,   0.00562382
 3.8976,   0.00523872
 3.9764,   0.00492322
 4.0551,   0.00459078
 4.1339,   0.00429913
 4.2126,   0.00404405
 4.2913,   0.00381388
 4.3701,   0.00360441
 4.4488,   0.00341314
 4.5276,   0.00323770
 4.6063,   0.00307634
 4.6850,   0.00292750
 4.7638,   0.00278992
 4.8425,   0.00266216
 4.9213,   0.00254291
 5.0000,   0.00243376
